8035548207,2016-03-15,38,75,75,0423P
4618042280,2016-03-30,36,-1,0,0246P
4617497456,2016-03-17,36,-1,0,1040A
7473505622,2016-03-16,38,104,104,0940A
4005627407,2016-03-16,5,-1,0,0444P
7758375479,2016-03-13,71,112,112,0302P
8180004971,2016-03-22,38,68,68,0221P
7024612940,2016-03-15,66,41,41,1049P
8044395799,2016-03-23,38,108,108,0223P
7497971633,2016-03-26,37,19,19,0916A
8047294441,2016-03-09,84,14,14,0910A
7718263344,2016-03-16,21,62,62,1136A
8070513445,2016-03-10,37,19,19,1126A
8062006955,2016-03-31,14,9,9,0808P
7704221450,2016-03-23,38,61,61,1238P
8039738192,2016-03-14,42,18,18,1102A
7497078756,2016-03-24,14,90,90,0545P
7803161364,2016-03-18,38,6,6,0242P
1403755280,2016-03-01,20,14,14,0929A
7853393258,2016-03-03,46,6,6,0546P
4616752813,2016-03-01,36,-1,0,0529P
7799054591,2016-03-01,38,70,70,0336P
7034540871,2016-03-28,21,83,83,1154A
1399185159,2016-03-15,21,1,1,1205P
7693497432,2016-03-03,38,70,70,1046A
4617714169,2016-03-22,36,-1,0,1242P
4617516943,2016-03-17,36,-1,0,1221P
8163020179,2016-03-22,21,77,77,1139A
5090812020,2016-03-13,7,-1,0,0746P
8039934618,2016-03-18,42,17,17,1008A
4617333022,2016-03-11,36,-1,0,1207P
7333036613,2016-03-12,20,70,70,0720A
8030447358,2016-03-30,71,20,20,0604P
5090883130,2016-03-19,7,-1,0,1147P
7592859920,2016-03-04,48,5,5,0425P
8020792030,2016-03-16,19,75,75,1151P
7162336980,2016-03-23,20,120,120,0141P
8065002730,2016-03-09,31,17,17,0253P
5090677761,2016-03-02,7,-1,0,0600P
5090901776,2016-03-21,7,-1,0,0358P
7020657813,2016-03-29,19,84,84,1001A
7763194390,2016-03-19,38,105,105,0153P
8272503694,2016-03-25,40,120,120,0744A
7076211762,2016-03-07,21,33,33,1140A
4005673156,2016-03-29,5,-1,0,0526P
7402687612,2016-03-04,38,104,104,0610P
8238010548,2016-03-30,38,104,104,0958A
8035436880,2016-03-09,70,90,90,1025A
8167014964,2016-03-23,37,62,62,0235P
7840951430,2016-03-02,14,10,10,0906A
4005642032,2016-03-21,5,-1,0,0246P
1407201128,2016-03-30,21,70,70,0356A
7962389308,2016-03-23,21,13,13,0750A
7366085110,2016-03-31,31,13,13,0321P
8035546041,2016-03-10,21,77,77,0820A
7497478023,2016-03-16,16,28,28,0624P
7803346492,2016-03-01,21,67,67,0943A
7012335269,2016-03-30,53,19,19,0212P
8103511602,2016-03-20,14,18,18,1115A
1409851515,2016-03-20,14,18,18,0823A
8040180624,2016-03-22,31,14,14,1159A
1405923570,2016-03-01,46,105,105,0148P
7498975427,2016-03-10,38,14,14,0421P
1408168807,2016-03-24,46,46,46,1015A
7027939083,2016-03-11,38,105,105,0819P
7021734980,2016-03-07,74,113,113,0821A
8046799956,2016-03-15,14,30,30,0711A
7047881669,2016-03-17,10,6,6,1101A
4617480717,2016-03-15,36,-1,0,0212P
1405372813,2016-03-15,21,77,77,0906A
7002599306,2016-03-22,40,109,109,1148A
8020788451,2016-03-07,70,83,83,0934A
7506708334,2016-03-04,46,84,84,1235P
7137991257,2016-03-01,14,108,108,0453P
8265013255,2016-03-13,72,42,42,1045A
4618303918,2016-03-30,36,-1,0,0442P
8037571282,2016-03-23,37,78,78,1208P
1406799269,2016-03-12,46,70,70,0438P
4617780350,2016-03-23,36,-1,0,1153A
5090711318,2016-03-05,7,-1,0,0502P
8065512331,2016-03-20,46,19,19,0805A
8087512443,2016-03-11,20,7,7,0809A
7150298916,2016-03-25,38,48,48,1257P
7466781391,2016-03-02,14,107,107,0706A
8082001720,2016-03-09,46,25,25,1130A
1405186586,2016-03-02,21,114,114,1147A
4618009032,2016-03-30,36,-1,0,1154A
8022695257,2016-03-08,21,62,62,1152A
7036577540,2016-03-08,20,113,113,0634A
7733989036,2016-03-28,37,83,83,0324P
8024494905,2016-03-16,21,115,115,0940A
4617788177,2016-03-23,36,-1,0,1258P
1407475095,2016-03-11,78,7,7,0959A
8032696945,2016-03-31,37,5,5,0542P
8222008559,2016-03-24,19,114,114,0930A
4617007623,2016-03-07,36,-1,0,1216P
8223001111,2016-03-14,37,114,114,1125A
8045480920,2016-03-01,20,112,112,0323P
7755123340,2016-03-30,38,107,107,0926P
7472397581,2016-03-28,21,109,109,1021A
8272007216,2016-03-12,21,40,40,0816A
8043128868,2016-03-22,38,109,109,0230P
8044299750,2016-03-07,37,111,111,0549P
7466783077,2016-03-07,21,104,104,1120A
5090741396,2016-03-08,7,-1,0,0634A
8020793823,2016-03-23,40,75,75,1025P
8041317327,2016-03-29,40,34,34,0153P
8246503900,2016-03-02,50,6,6,1029A
1399890487,2016-03-28,67,50,50,1146A
4005641106,2016-03-21,5,-1,0,1037A
8176506618,2016-03-14,38,66,66,1023A
7326287673,2016-03-30,14,43,43,0128P
4617000458,2016-03-07,36,-1,0,0102P
1400099705,2016-03-05,46,49,49,0100A
8283000111,2016-03-15,51,49,49,0238A
4617521136,2016-03-17,36,-1,0,1253P
4005608942,2016-03-10,5,-1,0,0633P
7487448423,2016-03-12,71,50,50,0847A
5090784693,2016-03-11,7,-1,0,0802P
8270012865,2016-03-22,71,70,70,0459P
8026898242,2016-03-02,38,105,105,0408P
8188527543,2016-03-05,46,63,63,0446P
7074532137,2016-03-21,19,106,106,1145A
7496645072,2016-03-05,16,19,19,0939A
7247936058,2016-03-22,37,69,69,0227P
4617165381,2016-03-08,36,-1,0,0247P
7027937335,2016-03-05,37,112,112,0827P
7491119440,2016-03-16,21,109,109,1110A
7901197950,2016-03-10,47,13,13,0817A
8041033969,2016-03-24,85,10,10,0127A
8021870886,2016-03-03,42,1,1,0310P
7659079487,2016-03-01,19,33,33,1044A
8045396490,2016-03-06,71,105,105,0737A
4617549687,2016-03-18,36,-1,0,0927A
1403757148,2016-03-16,20,115,115,1058A
4005675580,2016-03-30,5,-1,0,1239P
5090887639,2016-03-20,7,-1,0,1225P
7922292855,2016-03-17,14,115,115,0954A
8039324415,2016-03-28,14,10,10,0734A
7027557370,2016-03-02,21,112,112,0842A
8269006210,2016-03-09,21,68,68,0745A
7012333571,2016-03-23,20,19,19,0227P
7652355941,2016-03-21,40,70,70,0859A
1408446996,2016-03-01,45,24,24,0150P
1407183898,2016-03-08,21,66,66,0743A
8041775081,2016-03-03,14,19,19,0850A
8226510673,2016-03-21,19,103,103,1059A
4617006874,2016-03-07,36,-1,0,1040A
7703947763,2016-03-12,53,61,61,0612A
7231186968,2016-03-01,38,68,68,1224P
7492768710,2016-03-21,37,109,109,0104P
8177536345,2016-03-29,80,62,62,1030A
7466783259,2016-03-08,14,104,104,0314A
1407883082,2016-03-04,14,30,30,0757P
7025477760,2016-03-25,38,44,44,0539P
4005633717,2016-03-16,5,-1,0,0659P
8079012039,2016-03-08,16,33,33,0708A
7493841883,2016-03-18,38,13,13,0836A
8190010300,2016-03-31,37,114,114,1256P
8088509488,2016-03-10,37,9,9,0429P
4617693180,2016-03-22,36,-1,0,0922A
5090892969,2016-03-20,7,-1,0,0617P
8035545905,2016-03-09,20,94,94,0507P
8035991220,2016-03-20,14,83,83,0225P
5090808478,2016-03-13,7,-1,0,0335P
1406746472,2016-03-07,14,67,67,0438P
7009897530,2016-03-11,71,23,23,1241P
4617287711,2016-03-11,36,-1,0,0153P
8274001205,2016-03-01,20,77,77,0933A
7344684937,2016-03-23,37,66,66,0411P
7491428277,2016-03-17,21,68,68,1149A
4616980809,2016-03-07,36,-1,0,1029A
7494616901,2016-03-02,14,66,66,1254P
7658682100,2016-03-23,38,6,6,0951P
8048330568,2016-03-03,16,5,5,0420P
7773159762,2016-03-29,46,52,52,1110A
7606488848,2016-03-11,19,50,50,0216P
4617441426,2016-03-16,36,-1,0,1159A
8047994621,2016-03-29,14,26,26,0710A
1406550723,2016-03-03,21,42,42,0858A
4005658039,2016-03-24,5,-1,0,0400P
7985494534,2016-03-12,14,18,18,0728A
7497886400,2016-03-23,21,103,103,1042A
8221511341,2016-03-28,37,114,114,0159P
1406191371,2016-03-08,38,14,14,0950P
8170513777,2016-03-16,21,68,68,1016A
7743999350,2016-03-07,16,1,1,0149P
8211504820,2016-03-24,72,110,110,1006A
7019585814,2016-03-28,19,41,41,0643A
1403191979,2016-03-04,46,34,34,0425P
8180006633,2016-03-31,38,62,62,0233P
4617520570,2016-03-17,36,-1,0,1249P
7913326074,2016-03-19,31,18,18,0102P
4617899042,2016-03-28,36,-1,0,0132P
1406890340,2016-03-08,98,66,66,1002A
8049092276,2016-03-26,70,88,88,0755A
7231187973,2016-03-08,70,66,66,1224P
