1313540912,T694322C,OMT,NY,NY
1335664579,XU694Z,PAS,NY,NJ
1345459683,GGP2934,PAS,K,NY
1363047231,HXL8614,PAS,K,PA
1364118312,GUD4402,PAS,NY,NY
1375739827,23614MG,COM,BX,NY
1376050870,GSV4105,PAS,BX,NY
1377382102,GVS8079,PAS,BX,NY
1378308748,GRB7732,PAS,NY,NY
1382876154,HCD1912,PAS,NY,NY
